Object,Close-Approach (CA) Date,CA Distance Nominal (LD | au),CA Distance Minimum (LD | au),V relative (km/s),V infinity (km/s),H (mag),Estimated Diameter,
(2014 DH),1914-Feb-12 00:45ξαξξξξ18:49,19.11 | 0.04910,4.92 | 0.01264,9.32,9.31,26.6,13 m -   28 m,bK14D00H
(2016 CY135),1914-Mar-10 04:33ξαξ1_16:56,2.28 | 0.00587,0.82 | 0.00210,6.65,6.59,24.5,33 m -   75 m,bK16CD5Y
455148 (1994 UG),1914-Mar-16 11:17ξαξ< 00:01,15.45 | 0.03969,15.44 | 0.03969,9.2,9.19,21.1,160 m -  360 m,a0455148
(2001 FO127),1914-Mar-28 18:16ξαξ1_01:05,6.85 | 0.01760,6.84 | 0.01759,4.66,4.62,27.5,8.4 m -   19 m,bK01FC7O
(2016 FL12),1914-Apr-10 01:56ξαξ2_07:19,12.86 | 0.03305,8.22 | 0.02112,6.46,6.44,26.3,15 m -   33 m,bK16F12L
89136 (2001 US16),1914-May-09 20:06ξαξ< 00:01,10.71 | 0.02753,10.71 | 0.02753,4.02,4,20.2,240 m -  540 m,a0089136
66391 (1999 KW4),1914-May-25 04:22ξαξ< 00:01,14.62 | 0.03757,14.62 | 0.03757,21.55,21.55,16.5,1.3 km -  3.0 km,a0066391
68347 (2001 KB67),1914-May-29 19:20ξαξ< 00:01,6.69 | 0.01718,6.67 | 0.01713,14.09,14.08,19.9,280 m -  620 m,a0068347
(2004 JQ1),1914-Jun-06 20:49ξαξ< 00:01,15.53 | 0.03989,15.52 | 0.03989,21.29,21.28,20,270 m -  590 m,bK04J01Q
152637 (1997 NC1),1914-Jun-27 09:07ξαξξξξ00:04,7.66 | 0.01967,7.64 | 0.01962,8.92,8.9,18,670 m -  1.5 km,a0152637
226554 (2003 WR21),1914-Jun-28 14:47ξαξ< 00:01,17.06 | 0.04384,17.06 | 0.04383,9.78,9.77,19.6,320 m -  710 m,a0226554
(2012 XJ134),1914-Jul-03 23:02ξαξ2_17:15,6.98 | 0.01794,1.43 | 0.00369,19.71,19.7,21.5,130 m -  300 m,bK12XD4J
(2010 AF40),1914-Jul-28 21:31ξαξξξξ08:42,18.07 | 0.04643,11.04 | 0.02838,13.06,13.06,25,27 m -   59 m,bK10A40F
(2010 CO44),1914-Aug-06 18:07ξαξ3_04:01,12.14 | 0.03120,11.84 | 0.03043,7.09,7.08,24.6,32 m -   71 m,bK10C44O
359170 (2009 CN5),1914-Sep-03 22:28ξαξξξξ00:01,14.98 | 0.03849,14.98 | 0.03849,13,13,20,270 m -  590 m,a0359170
(2008 EY84),1914-Sep-10 12:51ξαξ3_00:23,18.08 | 0.04647,7.75 | 0.01992,4.17,4.15,26.8,12 m -   26 m,bK08E84Y
(2003 TM1),1914-Sep-24 19:21ξαξξξξ00:01,16.17 | 0.04156,16.16 | 0.04153,16.9,16.9,22.1,100 m -  230 m,bK03T01M
(2011 TX8),1914-Oct-14 08:42ξαξξξξ00:06,8.63 | 0.02217,8.47 | 0.02176,21.5,21.5,21.9,110 m -  250 m,bK11T08X
(2015 TD144),1914-Oct-19 17:16ξαξξξξ00:48,5.86 | 0.01505,5.10 | 0.01311,24.28,24.27,22.6,80 m -  180 m,bK15TE4D
(2010 UP),1914-Oct-27 06:23ξαξξξξ01:43,7.96 | 0.02044,6.67 | 0.01714,5.53,5.5,24.7,31 m -   68 m,bK10U00P
69230 Hermes (1937 UB),1914-Oct-29 03:33ξαξξξξ00:03,9.76 | 0.02507,9.72 | 0.02497,19.09,19.08,17.5,840 m -  1.9 km,a0069230
(2010 XN),1914-Dec-22 02:35ξαξξξξ00:26,15.74 | 0.04044,15.42 | 0.03963,11.49,11.49,24.2,38 m -   86 m,bK10X00N
(2010 XC15),1914-Dec-27 18:04ξαξξξξ00:15,2.05 | 0.00526,1.88 | 0.00484,10.15,10.1,21.4,140 m -  310 m,bK10X15C
152680 (1998 KJ9),1914-Dec-31 12:01ξαξ< 00:01,0.61 | 0.00156,0.60 | 0.00155,21.1,21.02,19.4,350 m -  780 m,a0152680
(2005 YQ96),1915-Jan-02 12:59ξαξ< 00:01,9.64 | 0.02477,9.64 | 0.02477,12.67,12.67,20.4,220 m -  490 m,bK05Y96Q
(2017 BR6),1915-Jan-24 11:55ξαξξξξ20:02,14.66 | 0.03766,4.86 | 0.01250,8.98,8.97,27.9,7.0 m -   16 m,bK17B06R
(2005 CE41),1915-Feb-04 23:09ξαξξξξ00:02,7.72 | 0.01983,7.71 | 0.01980,10.88,10.87,23.8,46 m -  100 m,bK05C41E
(2008 CD70),1915-Feb-10 19:03ξαξξξξ08:33,6.66 | 0.01711,4.06 | 0.01043,6.87,6.85,27.2,9.7 m -   22 m,bK08C70D
(1996 GQ),1915-Feb-13 17:14ξαξ< 00:01,7.76 | 0.01993,7.76 | 0.01993,6.22,6.2,23.1,64 m -  140 m,bJ96G00Q
(2005 EQ95),1915-Feb-19 20:43ξαξξξξ00:10,16.06 | 0.04126,16.00 | 0.04112,12.39,12.39,23.4,56 m -  120 m,bK05E95Q
(2017 EH1),1915-Feb-26 23:45ξαξξξξ00:02,11.86 | 0.03048,11.78 | 0.03026,12.13,12.12,23.3,58 m -  130 m,bK17E01H
154019 (2002 CZ9),1915-Mar-02 19:58ξαξξξξ00:01,14.95 | 0.03842,14.94 | 0.03840,9.09,9.09,22,110 m -  240 m,a0154019
(2002 AT4),1915-Mar-06 06:52ξαξξξξ00:02,15.66 | 0.04025,15.66 | 0.04025,5.38,5.37,21.2,150 m -  340 m,bK02A04T
(2004 FH),1915-Mar-24 08:23ξαξξξξ00:29,18.02 | 0.04631,17.47 | 0.04489,8.4,8.4,25.7,19 m -   43 m,bK04F00H
(2010 GD35),1915-Mar-31 02:05ξαξ< 00:01,16.44 | 0.04225,16.44 | 0.04224,11.56,11.55,24.5,33 m -   75 m,bK10G35D
(2009 BL71),1915-Apr-01 12:33ξαξξξξ01:36,12.80 | 0.03289,5.30 | 0.01362,7.78,7.77,22,110 m -  240 m,bK09B71L
(2011 GZ2),1915-Apr-04 07:08ξαξξξξ00:02,16.72 | 0.04297,15.63 | 0.04015,16.98,16.97,26.1,16 m -   36 m,bK11G02Z
(2014 GG45),1915-Apr-10 04:30ξαξξξξ22:52,4.36 | 0.01122,3.16 | 0.00812,20.82,20.81,24.8,29 m -   65 m,bK14G45G
154302 (2002 UQ3),1915-May-02 04:03ξαξ< 00:01,18.59 | 0.04777,18.59 | 0.04777,21.41,21.41,17.6,800 m -  1.8 km,a0154302
(2005 GE60),1915-May-08 03:31ξαξξξξ01:14,7.93 | 0.02038,2.78 | 0.00714,7.52,7.5,22.1,100 m -  230 m,bK05G60E
(2000 SL10),1915-May-15 00:27ξαξξξξ14:27,4.32 | 0.01111,3.86 | 0.00992,8.2,8.17,21.9,110 m -  250 m,bK00S10L
(2001 SG286),1915-May-16 14:16ξαξξξξ00:02,15.26 | 0.03921,15.24 | 0.03916,10.78,10.78,20.9,180 m -  390 m,bK01SS6G
(2015 DP155),1915-May-30 08:45ξαξξξξ09:03,17.38 | 0.04466,16.52 | 0.04245,4.17,4.16,21.6,130 m -  280 m,bK15DF5P
163348 (2002 NN4),1915-Jun-06 18:20ξαξ< 00:01,8.59 | 0.02207,8.58 | 0.02206,12.67,12.66,20.1,250 m -  570 m,a0163348
(2008 WQ63),1915-Jun-19 00:31ξαξξξξ00:05,5.95 | 0.01530,5.94 | 0.01525,16.96,16.95,20.1,250 m -  570 m,bK08W63Q
(2010 NK1),1915-Jul-02 18:22ξαξξξξ00:19,18.93 | 0.04864,18.58 | 0.04773,10.16,10.15,22.4,88 m -  200 m,bK10N01K
(2014 HN178),1915-Jul-24 00:33ξαξ2_19:19,17.11 | 0.04396,12.16 | 0.03124,7.39,7.38,23.5,53 m -  120 m,bK14HH8N
(2004 RQ10),1915-Aug-12 10:49ξαξξξξ10:04,17.27 | 0.04438,16.36 | 0.04203,6.46,6.45,20.9,180 m -  390 m,bK04R10Q
(2010 RF12),1915-Sep-10 06:14ξαξξξξ00:04,1.22 | 0.00315,1.10 | 0.00282,5.19,5.02,28.1,6.4 m -   14 m,bK10R12F
(2011 SR5),1915-Sep-22 10:37ξαξξξξ00:09,9.28 | 0.02384,9.10 | 0.02338,26.92,26.92,20.7,190 m -  430 m,bK11S05R
(2015 FB),1915-Sep-23 20:15ξαξξξξ13:41,19.15 | 0.04922,19.13 | 0.04916,7.3,7.3,26.2,15 m -   34 m,bK15F00B
(2009 UG),1915-Oct-01 19:04ξαξ< 00:01,10.63 | 0.02731,10.63 | 0.02731,8.65,8.63,23.4,56 m -  120 m,bK09U00G
(2012 VE46),1915-Oct-15 12:29ξαξ< 00:01,16.46 | 0.04229,16.46 | 0.04228,6.6,6.59,20.2,240 m -  540 m,bK12V46E
(2015 LR21),1915-Oct-26 00:56ξαξ1_09:26,11.83 | 0.03039,11.24 | 0.02888,14.12,14.12,26.5,13 m -   30 m,bK15L21R
(2001 KF54),1915-Oct-29 18:25ξαξξξξ07:50,10.10 | 0.02595,7.92 | 0.02035,14.53,14.52,20.3,230 m -  520 m,bK01K54F
(2009 UX87),1915-Oct-30 19:34ξαξξξξ04:56,10.36 | 0.02661,8.85 | 0.02274,7.31,7.3,25.3,23 m -   52 m,bK09U87X
(2007 WP3),1915-Nov-11 07:31ξαξ1_06:24,3.60 | 0.00926,2.41 | 0.00618,13.24,13.22,23.5,53 m -  120 m,bK07W03P
163014 (2001 UA5),1915-Nov-21 22:33ξαξ< 00:01,18.32 | 0.04707,18.32 | 0.04707,9.03,9.02,17.5,840 m -  1.9 km,a0163014
(2006 WB),1915-Dec-09 02:15ξαξξξξ12:42,9.30 | 0.02389,6.46 | 0.01661,4.78,4.75,22.8,73 m -  160 m,bK06W00B
(2003 WP7),1915-Dec-09 13:23ξαξ< 00:01,12.74 | 0.03274,12.74 | 0.03273,13.19,13.18,23.2,61 m -  140 m,bK03W07P
454101 (2013 BP73),1915-Dec-09 20:00ξαξξξξ00:01,6.79 | 0.01745,6.77 | 0.01739,20.25,20.25,20.4,220 m -  490 m,a0454101
(2010 CO44),1916-Jan-28 23:25ξαξξξξ20:14,15.21 | 0.03908,15.10 | 0.03881,7.27,7.26,24.6,32 m -   71 m,bK10C44O
(2017 BM123),1916-Mar-04 21:33ξαξ2_17:57,16.91 | 0.04345,9.05 | 0.02325,7.33,7.32,23.7,48 m -  110 m,bK17BC3M
(2013 PY38),1916-Mar-07 00:13ξαξξξξ00:12,12.88 | 0.03310,12.84 | 0.03300,5.52,5.51,24.7,31 m -   68 m,bK13P38Y
216985 (2000 QK130),1916-Mar-12 20:17ξαξξξξ00:17,4.99 | 0.01281,4.82 | 0.01240,8.2,8.18,20.9,180 m -  390 m,a0216985
389694 (2011 QD48),1916-Mar-15 17:11ξαξ< 00:01,11.17 | 0.02870,11.16 | 0.02869,15.78,15.78,18.1,640 m -  1.4 km,a0389694
(2015 FL290),1916-Apr-20 13:05ξαξξξξ18:49,12.43 | 0.03195,5.66 | 0.01455,11.58,11.57,22.2,97 m -  220 m,bK15FT0L
(2008 PR9),1916-May-01 07:00ξαξξξξ00:51,8.89 | 0.02285,8.51 | 0.02186,15.29,15.28,22.5,84 m -  190 m,bK08P09R
162120 (1998 SH36),1916-Jun-04 18:14ξαξ< 00:01,11.15 | 0.02864,11.14 | 0.02863,17.11,17.11,20.6,200 m -  450 m,a0162120
170086 (2002 XR14),1916-Jun-21 14:29ξαξ1_13:12,7.05 | 0.01811,4.24 | 0.01090,16.55,16.54,18,670 m -  1.5 km,a0170086
(2015 FP118),1916-Jun-22 16:40ξαξξξξ02:00,18.45 | 0.04741,18.24 | 0.04688,10.37,10.36,19.3,370 m -  820 m,bK15FB8P
159504 (2000 WO67),1916-Jul-23 02:19ξαξ< 00:01,15.16 | 0.03896,15.16 | 0.03895,13.1,13.1,17,1.1 km -  2.4 km,a0159504
(2016 AW65),1916-Aug-01 14:28ξαξ1_19:03,8.86 | 0.02277,8.85 | 0.02273,5.15,5.13,24.1,40 m -   90 m,bK16A65W
(2010 HA),1916-Aug-10 21:41ξαξ< 00:01,16.36 | 0.04205,16.14 | 0.04147,5.95,5.94,23.9,44 m -   99 m,bK10H00A
53550 (2000 BF19),1916-Aug-26 07:27ξαξ< 00:01,17.38 | 0.04467,17.38 | 0.04467,11.23,11.23,19,420 m -  940 m,a0053550
4450 Pan (1987 SY),1916-Aug-31 06:43ξαξ< 00:01,16.35 | 0.04200,16.35 | 0.04200,18.39,18.39,17.1,1.0 km -  2.3 km,a0004450
(2010 RF12),1916-Sep-08 05:04ξαξξξξ00:32,13.02 | 0.03346,12.27 | 0.03154,6.04,6.03,28.1,6.4 m -   14 m,bK10R12F
(2004 SS),1916-Sep-12 05:20ξαξξξξ21:58,16.04 | 0.04121,14.24 | 0.03659,7.56,7.55,22,110 m -  240 m,bK04S00S
(2010 TK19),1916-Oct-05 13:34ξαξξξξ00:04,17.20 | 0.04419,17.14 | 0.04404,7.21,7.2,24.9,28 m -   62 m,bK10T19K
(2015 FU117),1916-Oct-07 22:58ξαξ3_04:52,19.12 | 0.04912,17.00 | 0.04368,7.41,7.4,24.5,33 m -   75 m,bK15FB7U
(2014 MZ17),1916-Oct-16 14:38ξαξξξξ00:03,16.75 | 0.04303,16.65 | 0.04279,6.19,6.18,24.1,40 m -   90 m,bK14M17Z
(2007 TR68),1916-Oct-17 18:26ξαξξξξ04:31,12.58 | 0.03231,10.70 | 0.02750,8.63,8.62,25.9,18 m -   39 m,bK07T68R
363505 (2003 UC20),1916-Oct-30 23:38ξαξ< 00:01,15.98 | 0.04105,15.97 | 0.04104,8.83,8.82,18.1,640 m -  1.4 km,a0363505
(2013 VO5),1916-Nov-04 12:37ξαξξξξ00:10,7.17 | 0.01842,7.17 | 0.01842,23.29,23.28,21.3,150 m -  330 m,bK13V05O
443104 (2013 XK22),1916-Dec-20 04:34ξαξξξξ01:28,17.04 | 0.04378,15.19 | 0.03902,5.91,5.9,24.3,37 m -   82 m,a0443104
(2013 XY8),1916-Dec-20 19:06ξαξξξξ00:02,8.05 | 0.02068,8.04 | 0.02067,8.28,8.26,25,27 m -   59 m,bK13X08Y
(2016 AF2),1916-Dec-23 19:59ξαξ3_00:13,3.71 | 0.00954,2.74 | 0.00703,5.66,5.61,27.9,7.0 m -   16 m,bK16A02F
(2017 AF3),1917-Jan-11 11:08ξαξξξξ06:56,11.71 | 0.03008,11.52 | 0.02961,9.56,9.55,25.3,23 m -   52 m,bK17A03F
(2013 BN18),1917-Jan-21 01:54ξαξξξξ02:13,13.45 | 0.03455,9.97 | 0.02561,8.83,8.82,24.6,32 m -   71 m,bK13B18N
(2010 AG40),1917-Jan-27 09:38ξαξ< 00:01,16.60 | 0.04266,16.60 | 0.04265,16.52,16.51,22,110 m -  240 m,bK10A40G
(2016 CC136),1917-Feb-10 20:57ξαξξξξ07:50,13.63 | 0.03503,5.41 | 0.01390,6.58,6.57,28.8,4.6 m -   10 m,bK16CD6C
(2015 QR3),1917-Feb-14 07:34ξαξξξξ00:26,7.09 | 0.01821,7.01 | 0.01801,7.15,7.13,25.7,19 m -   43 m,bK15Q03R
(2012 DY13),1917-Feb-20 19:06ξαξξξξ17:23,14.15 | 0.03636,0.55 | 0.00140,18.06,18.06,27.8,7.3 m -   16 m,bK12D13Y
(2012 UW68),1917-Mar-09 12:24ξαξξξξ04:45,16.68 | 0.04286,14.83 | 0.03811,4.25,4.23,24.8,29 m -   65 m,bK12U68W
(2010 GH7),1917-Mar-18 22:21ξαξ2_21:56,8.37 | 0.02152,4.81 | 0.01237,4.69,4.66,27.3,9.2 m -   21 m,bK10G07H
(2010 GD35),1917-Mar-29 18:19ξαξ< 00:01,16.24 | 0.04173,16.24 | 0.04172,12.04,12.03,24.5,33 m -   75 m,bK10G35D
310442 (2000 CH59),1917-Mar-29 20:06ξαξξξξ00:31,9.67 | 0.02484,9.55 | 0.02455,12.48,12.47,19.9,280 m -  620 m,a0310442
(2008 GY21),1917-Apr-09 15:18ξαξ1_03:34,0.48 | 0.00124,>  0.02 | 4.28e-5,11.24,11.05,27.6,8.0 m -   18 m,bK08G21Y
382745 (2003 CC),1917-Apr-25 20:03ξαξ< 00:01,19.15 | 0.04921,19.15 | 0.04921,5.72,5.71,20.3,230 m -  520 m,a0382745
(2008 LG2),1917-Apr-27 21:16ξαξξξξ02:10,15.41 | 0.03961,15.39 | 0.03954,4.51,4.5,25.2,24 m -   54 m,bK08L02G
(2014 MA18),1917-Jun-18 02:15ξαξξξξ12:42,7.41 | 0.01903,0.96 | 0.00247,8.6,8.58,25.5,21 m -   47 m,bK14M18A
(2013 ND15),1917-Jun-23 03:13ξαξξξξ15:54,17.61 | 0.04526,5.95 | 0.01529,13.77,13.77,24.1,40 m -   90 m,bK13N15D
99248 (2001 KY66),1917-Jul-18 23:02ξαξ< 00:01,16.54 | 0.04250,16.54 | 0.04250,11.89,11.88,16.4,1.4 km -  3.1 km,a0099248
(2017 DR109),1917-Jul-27 06:13ξαξ1_19:55,16.98 | 0.04363,13.02 | 0.03344,6.23,6.22,27.6,8.0 m -   18 m,bK17DA9R
3362 Khufu (1984 QA),1917-Aug-21 07:29ξαξ< 00:01,6.61 | 0.01697,6.60 | 0.01697,15.47,15.46,18.3,580 m -  1.3 km,a0003362
(2014 NZ64),1917-Aug-28 14:21ξαξξξξ02:45,4.28 | 0.01100,4.24 | 0.01090,8.16,8.13,22.8,73 m -  160 m,bK14N64Z
(2008 TC3),1917-Oct-04 03:42ξαξξξξ21:11,6.80 | 0.01747,0.81 | 0.00209,6.92,6.9,30.4,2.2 m -  4.9 m,bK08T03C
(2009 BE58),1917-Nov-01 02:25ξαξξξξ00:08,11.75 | 0.03020,11.67 | 0.02999,17.36,17.36,21.8,120 m -  260 m,bK09B58E
(2013 VA10),1917-Nov-03 01:47ξαξξξξ00:12,6.92 | 0.01778,6.82 | 0.01753,26.27,26.26,22.2,97 m -  220 m,bK13V10A
(2007 JB21),1917-Nov-08 18:20ξαξξξξ06:47,14.02 | 0.03602,12.99 | 0.03339,7.52,7.51,25.4,22 m -   49 m,bK07J21B
(2010 VK139),1917-Nov-15 06:13ξαξξξξ05:40,3.99 | 0.01026,2.74 | 0.00704,13.92,13.9,23.7,48 m -  110 m,bK10VD9K
418416 (2008 LV16),1917-Nov-18 10:13ξαξ< 00:01,13.83 | 0.03555,13.83 | 0.03554,14.53,14.52,20.3,230 m -  520 m,a0418416
202683 (2006 US216),1917-Nov-23 01:37ξαξ< 00:01,16.28 | 0.04182,16.28 | 0.04182,10.93,10.92,19.8,290 m -  650 m,a0202683
415713 (1998 XX2),1917-Dec-01 21:08ξαξ< 00:01,8.92 | 0.02292,8.92 | 0.02292,8.48,8.46,19.9,280 m -  620 m,a0415713
(2014 WC5),1917-Dec-05 21:44ξαξ2_16:55,13.57 | 0.03487,13.44 | 0.03454,5.6,5.58,24.7,31 m -   68 m,bK14W05C
163899 (2003 SD220),1917-Dec-22 15:38ξαξ< 00:01,9.06 | 0.02329,9.06 | 0.02329,6.42,6.4,17.3,920 m -  2.1 km,a0163899
(2003 BR47),1918-Jan-29 13:26ξαξξξξ00:56,6.97 | 0.01791,6.54 | 0.01682,12.77,12.76,21.4,140 m -  310 m,bK03B47R
367943 Duende (2012 DA14),1918-Feb-17 03:50ξαξ< 00:01,1.13 | 0.00290,1.13 | 0.00289,6.26,6.11,24,42 m -   94 m,a0367943
(2013 ET),1918-Mar-11 02:54ξαξξξξ00:18,13.73 | 0.03527,13.50 | 0.03469,10.99,10.98,23.1,64 m -  140 m,bK13E00T
(2010 FK),1918-Mar-16 06:54ξαξ2_15:35,12.63 | 0.03246,12.61 | 0.03241,6.81,6.8,23.8,46 m -  100 m,bK10F00K
(2001 EC16),1918-Mar-19 12:34ξαξξξξ00:02,19.00 | 0.04881,18.98 | 0.04877,11.39,11.39,22.3,92 m -  210 m,bK01E16C
(2017 FY101),1918-Mar-29 17:18ξαξ1_03:53,0.62 | 0.00159,0.23 | 0.00059,11.21,11.06,27.2,9.7 m -   22 m,bK17FA1Y
(2015 UG51),1918-Apr-06 23:53ξαξξξξ11:47,8.66 | 0.02226,6.00 | 0.01541,7.18,7.16,25.8,18 m -   41 m,bK15U51G
(2015 HH),1918-Apr-14 10:44ξαξξξξ03:44,19.41 | 0.04988,10.86 | 0.02789,6.06,6.05,26.1,16 m -   36 m,bK15H00H
(2012 FA14),1918-May-23 19:20ξαξξξξ00:11,17.99 | 0.04624,17.99 | 0.04622,4.38,4.37,23.1,64 m -  140 m,bK12F14A
(2015 XJ351),1918-Jun-03 04:52ξαξ1_06:21,16.94 | 0.04352,1.57 | 0.00405,16.8,16.8,22.4,88 m -  200 m,bK15XZ1J
(2014 LK21),1918-Jun-08 00:11ξαξξξξ04:05,5.28 | 0.01358,4.92 | 0.01265,3.84,3.79,25.9,18 m -   39 m,bK14L21K
(2017 DR109),1918-Jul-26 01:23ξαξ2_00:55,13.28 | 0.03413,12.82 | 0.03294,7.36,7.34,27.6,8.0 m -   18 m,bK17DA9R
(2006 UB17),1918-Aug-15 04:06ξαξ2_11:23,18.86 | 0.04847,13.24 | 0.03403,2.21,2.19,26.3,15 m -   33 m,bK06U17B
153249 (2001 BW15),1918-Aug-20 18:59ξαξξξξ00:04,19.30 | 0.04958,19.29 | 0.04956,25.85,25.85,15.1,2.5 km -  5.7 km,a0153249
(2005 DD),1918-Sep-08 15:09ξαξξξξ00:14,19.14 | 0.04919,19.03 | 0.04889,14.65,14.64,20.3,230 m -  520 m,bK05D00D
87684 (2000 SY2),1918-Sep-12 05:09ξαξ< 00:01,18.55 | 0.04766,18.55 | 0.04765,21.93,21.92,16.1,1.6 km -  3.6 km,a0087684
458732 (2011 MD5),1918-Sep-17 22:23ξαξξξξ00:06,0.91 | 0.00234,0.91 | 0.00234,12.99,12.9,17.9,700 m -  1.6 km,a0458732
(2009 SR171),1918-Oct-03 06:01ξαξξξξ19:58,17.96 | 0.04614,17.62 | 0.04527,11.18,11.17,26,17 m -   38 m,bK09SH1R
(2005 FN4),1918-Oct-11 23:10ξαξξξξ00:03,16.18 | 0.04157,16.15 | 0.04150,27.51,27.5,18.6,510 m -  1.1 km,bK05F04N
(2012 VE46),1918-Oct-13 04:55ξαξ< 00:01,14.29 | 0.03671,14.29 | 0.03671,6.53,6.52,20.2,240 m -  540 m,bK12V46E
(2007 TS19),1918-Oct-22 20:26ξαξ< 00:01,10.26 | 0.02636,10.26 | 0.02636,16.7,16.7,20.6,200 m -  450 m,bK07T19S
(2008 TX3),1918-Oct-26 02:19ξαξ2_01:56,17.50 | 0.04498,7.11 | 0.01827,4.97,4.95,24.9,28 m -   62 m,bK08T03X
(2010 UJ7),1918-Oct-29 13:01ξαξ1_16:23,15.89 | 0.04084,1.06 | 0.00271,8.63,8.62,25.4,22 m -   49 m,bK10U07J
(2007 JB21),1918-Nov-05 08:28ξαξξξξ06:51,17.51 | 0.04500,15.19 | 0.03903,8,7.99,25.4,22 m -   49 m,bK07J21B
(2002 TP69),1918-Nov-11 19:28ξαξξξξ17:04,19.44 | 0.04995,19.34 | 0.04970,5.48,5.48,21.9,110 m -  250 m,bK02T69P
(2009 WM1),1918-Nov-21 18:45ξαξ< 00:01,6.68 | 0.01718,6.67 | 0.01715,14.14,14.13,20.4,220 m -  490 m,bK09W01M
(2016 WD7),1918-Nov-24 12:55ξαξξξξ17:20,7.80 | 0.02005,6.44 | 0.01656,3.22,3.17,27.3,9.2 m -   21 m,bK16W07D
(2004 LV),1918-Dec-07 07:35ξαξξξξ04:27,10.19 | 0.02618,8.48 | 0.02179,18.2,18.2,24.1,40 m -   90 m,bK04L00V
(2010 WR7),1918-Dec-19 19:02ξαξξξξ02:51,19.35 | 0.04973,16.94 | 0.04354,8.25,8.25,23.5,53 m -  120 m,bK10W07R
(2004 XK14),1918-Dec-31 18:21ξαξ< 00:01,16.32 | 0.04193,16.32 | 0.04193,11.44,11.43,22.4,88 m -  200 m,bK04X14K
(2007 AG),1919-Jan-04 10:47ξαξ< 00:01,1.95 | 0.00502,1.95 | 0.00502,8.76,8.7,20.1,250 m -  570 m,bK07A00G
(2016 AX164),1919-Jan-11 15:55ξαξ1_16:56,13.81 | 0.03549,7.61 | 0.01954,8.38,8.37,26.2,15 m -   34 m,bK16AG4X
(2016 DB),1919-Feb-13 20:54ξαξξξξ05:22,16.54 | 0.04249,1.51 | 0.00387,10.4,10.39,28.5,5.3 m -   12 m,bK16D00B
